Response;Submitted on:;Q16_KRITIK DAN SARAN;sentimen
276328;10/09/2025 22.14;Semoga PKKMB tahun selanjutnya lebih meriah dan banyak lagi mahasiswa nyaa  Terima kasih.;netral
313892;18/09/2025 19.48;ADAIN PKKMB UNTUK MAHASISWA BARU TAHUN 2025 KARENA GA ADA PKKMB, PENGEN NGERASAIN RASANYA PKKMB PAS KULIAH, TERIMAKASIH.;netral
299836;16/09/2025 20.10;Tidak ada;netral
299838;16/09/2025 20.10;tidak ada;netral
295754;16/09/2025 08.22;Perlu ada sesi motivasi dari alumni agar mahasiswa baru lebih bersemangat.;netral
276734;10/09/2025 23.54;menurut saya PKKMB lebih baik dilaksanakan secara offline, karena PKKMB offline dapat membantu mahasiswa baru untuk mengenal lingkungan kampus. dengan PKKMB offline mahasiswa dapat menerima materi dengan baik dan tidak mudah merasa jenuh. PKKMB online juga walaupun di lakukan dengan daring mahasiswa terkadang masih kesulitan untuk menerima materi dengan baik, sebenernya sudah cukup membantu tapi ada poin plus dan minusnya. ya semoga kedepannya PKKMB bisa dilakukan dengan lebih interaktif dan lebih baik lagi. terimakasih.;netral
319010;19/09/2025 08.16;Kegiatan pkkmb  mengelola waktu dan dan tidak membosankan , mengelolah waktu agar kegiatan lebih tepat   Waktu memastikan pantia ( terutama kk tingkat ) bersikap ramah dan suportif serta menyediakan panduan yang jelas ;netral
339522;20/09/2025 14.49;Untuk masukan PPKMB online servernya tolong di kondisikan lagi, karna saya kesulitan mengerjakan SPMB online karna server yang tidak stabil ;netral
339524;20/09/2025 14.49;Untuk masukan PKKMB online servernya tolong di kondisikan lagi, karna saya kesulitan mengerjakan SPMB online karna server yang tidak stabil ;netral
283908;12/09/2025 16.49;Hanya di sayangan pkkm taggal 6 harus melalui daring atau online;netral
322902;19/09/2025 15.08;Semoga pkkmb di tahun berikutnya bisas offline ;netral
288408;13/09/2025 17.17;cuek;negatif
343370;20/09/2025 21.45;mohon untuk perbaiki sistem web pkkmb ataupun yg lainnya bersifat online dan daring, karena suka error dan ini menghambat aktivitas tersebut ;netral
277104;11/09/2025 01.52;saya cukup kecewa saat di buatkan keputusan bahwa pkkmb menjadi online, Karna jika di laksanakannya secara offline saya bisa mencari teman teman yang sekelas dan satu prodi dengan sayaa. tapi setiap pembahasan yang di sampaikan oleh Nara sumber cukup jelas dan bisa di pahami secara baik;netral
278136;11/09/2025 12.25;dengan adanya pkkmb online saya cukup senang, terimakasih atas informasinya ;netral
296834;16/09/2025 12.22;Para admin harus lebih aktif dalam memberikan informasi;netral
296608;16/09/2025 11.37;Harusnya di adakan secara ofline ;netral
276660;10/09/2025 23.33;Beri waktu istirahat. Semangat terus.    Terimkasih    ;netral
276754;10/09/2025 23.59;Buat pkkmb kalau ofline bnykin games atau kuisnya yaaa biar gk suntuk hehehhe;netral
309648;18/09/2025 11.57;perbaikan materi yang lebih relevan, pembinaan oleh kakak senior yang lebih hangat dan suportif, serta pengembangan interaksi yang lebih positif dan suportif termasuk perhatian pada kesehatan mental dan kebebasan berekspresi mahasiswa baru;netral
295200;16/09/2025 02.29;Metode Blended (Daring & Luring):  Penggunaan metode daring melalui platform seperti spmb.unpam.ac.id dan acara luring yang fleksibel menjadi keunggulan dalam menjangkau mahasiswa baru yang beragam, seperti karyawan.;netral
277108;11/09/2025 01.54;Struktur acara yang lebih baik baik dari pembelajaran sampai have fun event yang lebih sesuai dan tidak monoton;netral
279672;11/09/2025 18.35;tidak ada.;netral
305558;17/09/2025 21.23;Mungkin website nya bisa lebih di tingkatkan lagi karna sangat lambat;negatif
294486;15/09/2025 23.46;menurut saya jangan online karena kemaren juga ngelag sinyalnya ngga kuat;netral
333326;20/09/2025 04.53;Masukkan saya terhadap kegiatan pkkmb ini, mohon untuk meningkatkan kualitas server/web agar tidak mudah error atau lag saat sedang membukanya, terimakasih ;netral
319452;19/09/2025 08.59;Semoga kedepan nya nanti bisa lebih baik lagi terutama pkkmb online, mungkin bisa menggunakan akses yang lebih baik supaya tidak ada lag ataupun sistem error.;netral
280266;11/09/2025 21.27;Menyenangkan tetapi lebih menyenangkan kalo pkkmb offline , tapi ya mau gimana lagi saya juga ga bisa memaksakan , tetapi seru ko zoom pertama kali sama org org yang asinh , dan bertemj dosen sekaligus , pokonya seruu polll walupun ga se asik offline , semoga unpam bisa mengantarkan saya  menjadi orang sukses pengusha amin ;netral
279116;11/09/2025 16.32;terkait pkkmb yang di laksanakan daring/zoom meeting kurang efektif, tapii ada benarnya juga karna menyesuaikan dengan kondisi;netral
285422;12/09/2025 22.18;Dibagi beberapa sesi untuk zoom agar tidak ngeleg;netral
297802;16/09/2025 14.50;Semoga kedepannya yg dibawah dikasih tempat duduk biar ga lesehan/duduk sila dibawah, terimakasih;netral
329050;19/09/2025 23.22;lebih jelas lagi dalam memberikan informasi terkait pkkmb, terutama grup untuk maba yang cukup sulit untuk di dapatkan;netral
298826;16/09/2025 17.20;PKKMB online lumayan seru, cuma bakal lebih asik kalau ada lebih banyak sesi interaktif biar nggak cuma dengerin aja. Materinya jelas dan gampang diakses, tapi vibe kebersamaannya masih kurang. Mungkin bisa ditambah kegiatan kelompok kecil;netral
298670;16/09/2025 16.53;PKKMB online sebaiknya dilaksanakan dengan materi yang ringkas, jelas, dan relevan agar tidak membebani mahasiswa baru, disampaikan melalui media interaktif seperti video, kuis, dan breakout room untuk diskusi. Panitia juga perlu memperhatikan durasi kegiatan agar tidak terlalu lama, memberi jeda istirahat yang cukup, serta memastikan teknis seperti jaringan dan platform berjalan lancar. Suasana kegiatan harus tetap hangat, ramah, dan inklusif, sehingga meskipun dilaksanakan secara daring, mahasiswa baru tetap merasa dilibatkan, nyaman, dan termotivasi untuk mengenal lingkungan kampus.;netral
283064;12/09/2025 14.19;KEPUTUSAN YANG DI AMBIL PIHAK SEKOLAH MENGENAI PENGUBAHAN PKKMB OFFLINE KE ONLINE KARNA ADANYA DEMO ITU SUDAH BAGUS.. WALAUPUN KECEWA KARNA SAYA SUDAH SANGAT SIAP UNTUK KEGIATAN PKKMB OFFLINE DI VIKTOR;netral
293826;15/09/2025 22.15;tidak ada;netral
322552;19/09/2025 14.35;Kegiatan PKKMB tahun ini berjalan baik dan bermanfaat bagi mahasiswa baru. Namun, beberapa sesi terasa terlalu padat sehingga sulit menyerap materi. Disarankan menambahkan jeda antar sesi, lebih banyak kegiatan praktik seperti simulasi KRS atau orientasi fasilitas kampus, serta sesi interaktif untuk meningkatkan kebersamaan antar peserta. Penggunaan media sudah baik, namun perlu memastikan semua peserta dapat mengikuti dengan lancar.;netral
289080;13/09/2025 20.19;Kurangi ceramah satu arah. Perbanyak sesi diskusi, studi kasus, simulasi, atau permainan yang melibatkan mahasiswa secara aktif. Ini akan membuat mereka lebih tertarik dan mudah memahami materi.  ;netral
280394;11/09/2025 21.51;tetap berkembang di setiap tahun nya,terimakasih;netral
298998;16/09/2025 17.49;sedih tidak pkkmb secara langsung:((, pkkmb ulang bisa ga min?;netral
348836;21/09/2025 07.03;Perbaiki website spmb.unpam.ac.id ini agar tidak terjadi crash saat di akses oleh banyak user dalam satu waktu. Terimakasih ;netral
292686;15/09/2025 18.54;Kegitan Ice Breaking;netral
319294;19/09/2025 08.42;Lebih Semangat lagi untuk PKKMB berikutnya;netral
333590;20/09/2025 05.18;Kegiatan PKKMB hrus di bikin heboh lgi untuk tahun depan ;netral
331328;20/09/2025 02.19;Bila perlu diadakan sesi keliling kampus supaya mahasiswa baru juga mengenali lingkungan kampus. ;netral
298878;16/09/2025 17.30;semoga taun depan pkkmb nya tidak online lagi kaya taun sekarang  ;netral
352248;21/09/2025 12.43;Semoga untuk kedepannya kalo ada pkkmb online lebih kondusif lgh;netral
351042;21/09/2025 10.54;Selama acara mahasiswa baru di kenal kn dg visi dan misi serta budaya kampus .namun sangat di sayangkan di lakukan pada online ;netral
352676;21/09/2025 13.38;Tidak ada;netral
301242;16/09/2025 23.10;Lebih di atur lagi kegiatan dan jam nya.;netral
328920;19/09/2025 23.14;Membuat kegiatan PKKMB lebih menarik dan tidak membosankan.;netral
301812;17/09/2025 13.42;Sedih tanggal 6 gajadi pkkmb offline ;netral
289458;15/09/2025 10.18;Kalo bisa PKKMB nya Offline aja;netral
289460;15/09/2025 10.18;Kalo bisa PKKMB nya Offline aja;netral
322310;19/09/2025 14.13;peningkatan interaksi dengan kakak panitia, ketersediaan modul atau panduan, serta perhatian lebih pada kesehatan mental mahasiswa baru, tanpa adanya tindakan perundungan atau kekerasan;negatif
292426;15/09/2025 18.11;PKKMB cukup dilakukan sekali saja;netral
306830;17/09/2025 23.51;onlen PKKMB nya juga;netral
296948;16/09/2025 12.41;Di permudah link login nya pak supaya  kalo ada yg login banyak ga lemot sistemnya🙏🏻;netral
299670;16/09/2025 19.49;Kurang meriah, mungkin bisa di lebih meriah kan lagi tahun depan, dan untuk panitia tolong Adain jam istirahat di jam 12 untuk beribadah bagi orang muslim ;negatif
325138;19/09/2025 18.25; seru tapi kurang seru karna online huhuu.. ;netral
285300;12/09/2025 21.48;tidak ada;netral
292716;15/09/2025 18.58;Pkkmb online sangat fleksibel bagi mahasiswa yg bekerja ;netral
350490;21/09/2025 10.01; kesan mengikuti kegiatan ini lebih mengenal jurusan dan kehidupan kampus agar tidak canggung di awal perkuliahan. ;netral
297492;16/09/2025 13.59;Secara umum, kegiatan PKKMB sudah berjalan dengan baik dan memberikan gambaran awal tentang kehidupan kampus, saya mengapresiasi upaya panitia dalam menyelenggarakan PKKMB secara daring. Namun, saya mengalami kendala jaringan yang kurang stabil di beberapa sesi, yang menyebabkan suara terputus-putus atau video tidak muncul dengan baik. Semoga PKKMB selanjutnya situasi dan kondisinya selalu aman sehingga PKKMB dilaksanakan secara tatap muka (Luring).;netral
291958;15/09/2025 17.10;Kegiatan PKKMB sudah berjalan dengan baik dan bermanfaat untuk mengenalkan lingkungan kampus. Namun, alangkah lebih baik jika materi disampaikan dengan cara yang lebih interaktif agar tidak monoton, manajemen waktu lebih teratur, serta ditambahkan sesi pengembangan soft skill seperti public speaking dan teamwork. Dengan begitu, mahasiswa baru dapat lebih semangat mengikuti kegiatan dan merasa lebih siap menjalani perkuliahan.;netral
304120;17/09/2025 18.28;Mungkin bisa ditingkatin lagi untuk yg pkkmb secara online;netral
303844;17/09/2025 17.54;Semoga kedepannya kalau diadakan pkkmb online lagi zoom nya bisa muat banyak dan kalau diadakan pkkmbnya offline paling tidak mahasiswa diberikan minum dan roti secukupnya saja.;netral
287864;13/09/2025 15.03;Memulai acara sesuai dengan susunan acaranya;netral
343668;20/09/2025 22.12;.;netral
287842;13/09/2025 14.57;Jangan online karna susah di mengerti ;netral
317124;19/09/2025 01.11;sangat menyengankan hehehehe;netral
305432;17/09/2025 21.09;Semoga sukses untuk kedepannya, aamiin;netral
353998;21/09/2025 18.26;seru bangett geys tapi web nya ngelag ;netral
344070;20/09/2025 22.45;Saran saya pkkmb offline semua;netral
344080;20/09/2025 22.46;Saran saya pkkmb offline semua;netral
353204;21/09/2025 15.08;adakan secara offline untuk reg cs;netral
353994;21/09/2025 18.24;Meski mengalami beberapa hal yang membuat PKKMB berjalan tidak lancar, namun sangat berterima kasih kepada seluruh Pihak Unpam yang telah turut serta membuat lancar nya acara, semoga PKKMB selanjutnya lebih berkembang lagi dari sebelumnya;netral
354002;21/09/2025 18.26;Meski mengalami beberapa hal yang membuat PKKMB berjalan tidak lancar, namun sangat berterima kasih kepada seluruh Pihak Unpam yang telah turut serta membuat lancar nya acara, semoga PKKMB selanjutnya lebih berkembang lagi dari sebelumnya  ;netral
353856;21/09/2025 17.45;Pemberian Ruang Tanya Jawab    Perlu adanya sesi tanya jawab yang cukup panjang agar mahasiswa baru bisa menyampaikan kebingungannya seputar perkuliahan, administrasi, atau kehidupan kampus secara umum.;netral
295294;16/09/2025 04.14;Harus lebih mewah dan jangan online kurang seru;netral
320906;19/09/2025 11.31;perbaikan materi agar lebih relevan dan tidak berlebihan, peningkatan interaksi yang lebih hangat dan personal, penekanan pada kesehatan mental mahasiswa, jadwal yang lebih tertata dan tepat waktu, peningkatan kualitas panitia (kakak senior) melalui pelatihan dan pemahaman yang baik tentang acara, serta penyediaan modul atau panduan yang mudah diakses untuk informasi lebih lanjut. ;netral
295224;16/09/2025 02.40;😍😍🔥🔥🔥🔥;netral
334920;20/09/2025 06.48;"Lebih banyak penampilan""";netral
312918;18/09/2025 17.52;Semoga unpam selalu berjaya;netral
349916;21/09/2025 09.03;Kedepannya harus bisa lebih meriah lagi;netral
354560;21/09/2025 21.30;makanan nya kurang;negatif
354938;21/09/2025 23.32;PKKMB adalah kegiatan yang sangat menarik , sebagai orientasi maba baru,tetapi untuk kali ini saya agak sedikit kecewa karna diadakan PKKMB hanya secara online. tapi overall semua nice;netral
294530;15/09/2025 23.50;GAJADIII OFFLINEEEEEE HUUU;netral
333092;20/09/2025 04.35;harusnya kegiatan pkkmb ini offline saja hehe;netral
282174;12/09/2025 10.39;    Masukan buat kegiatan PKKMB:    1. Tambahin sesi ice-breaking yang interaktif biar semua cepat akrab.    2. Libatkan kegiatan tim yang kreatif supaya kerjasama makin solid.    3. Sisipkan info praktis soal kampus, fasilitas, dan organisasi supaya lebih siap kuliah.    4. Jangan lupa kasih ruang buat curhat atau sharing pengalaman supaya suasana lebih hangat.    5. Pakai media digital buat dokumentasi dan komunikasi supaya gampang update. ;netral
321934;19/09/2025 13.39;Tidak ada;netral
286650;13/09/2025 10.31;👏🏻👏🏻;netral
290008;15/09/2025 11.48;Saran untuk kegiatan PKKMB meliputi: bagi mahasiswa agar aktif, bertanya, membangun relasi, menjaga kesehatan, dan mengelola waktu, serta memanfaatkan setiap kesempatan untuk belajar tentang kampus;netral
279254;11/09/2025 16.57;Semoga pkkmb akt tahun dpan bsa offline;netral
346300;21/09/2025 01.39;Nama saya Bagus Handoko, dari Prodi Manajemen S1, ingin memberikan masukan untuk kegiatan PKKMB online, lebih di tingkatkan lagi jaringan/web agar semua calon mahasiswa dapat mengikuti, tidak melalui youtube/sjtv. dan pada saat ke tahap berikutnya, sangat sulit untuk login/sering buffering saat mengisi kuisioner. Cukup sekian masukan dari saya, Atas perhatiannya saya ucapkan Terimakasih,;netral
342270;20/09/2025 19.56;saya sangat puas terhadap kegiatan pkkmb walaupun sangat di sayangkan terhadap pkkmb online ini karna lumayan sulit juga untuk di merngerti tapi pada akhirnya lambat laun kegiatan pkkmb ini saya jadi mengerti. itu saja dari saya terimakasih;netral
312202;18/09/2025 16.45;tetap semangat untuk panitia dan para dosen untuk terus membimbing kami, terimakasih..;netral
333224;20/09/2025 04.44;Semoga aga lemot lagi;negatif
277808;11/09/2025 10.28;adakan pkkmb offline;netral
352332;21/09/2025 12.51;Semoga universitas pamulang kedepannya makinn sukses;netral
328596;19/09/2025 22.52;sejujurnya saya pribadi menginginkan pkkmb offline tetapi keputusan dari kampus tidak bisa diganggu gugat, tapi pkkmb ini juga seru kok ;netral
317750;19/09/2025 03.11;Mungkin selanjutnya, PKKMB dilaksanakan secara langsung. ;netral
306186;17/09/2025 22.38;gapapa online, seneng dapet temen baru unpam jaya jaya ;netral
353092;21/09/2025 14.48;Kenapa harus ppkmb online hehehe ;netral
350208;21/09/2025 09.28;istirahat yang cukup ;netral
352302;21/09/2025 12.48;kenapa harus online pkkmb nya sedihh, tapi gapapa  ;netral
300568;16/09/2025 21.52;TRUE;netral
290706;15/09/2025 13.43;PKKMB Offline dari Prodi Manajemen  Kritik: Beberapa sesi terasa agak padat sehingga saya agak sulit mencerna materi dengan maksimal.  Saran: Mungkin ke depannya bisa dibuat jeda istirahat yang lebih teratur agar peserta lebih fokus.;netral
307490;18/09/2025 02.08;PKKMB di UNPAM menurut saya sangat asik,seru ya walaupun di reg cs pkkmb dilaksanakan online karna keadaan yg kurang baik wktu itu walaupun dalam mode zoom/live pkkmb tetap berjalan lancar dan seru.  ;netral
277612;11/09/2025 09.10;kenapa kemarin pkkmb nya online... kenapa tidak di undur saja ;netral
280130;11/09/2025 20.51;next nya Adain Snack buat para Maba karna kemarin pas pkkmb all manajemen g dikasih ISOMA ,ma A2 pada kelaparan akhirnya g betah dan minta cpt plg, trs sayangnya pkkmb buat all cs dijadiin online yg tfnya offline JD kurang seru;netral
308940;18/09/2025 10.20;Tidak ada masukan jelek untuk pkkmb 2025/2026, mungkin saya sempat ngerasa kecewa karna tidak bisa mengikutin PKKMB secara offline, masukannya untuk pkkmb kmrin mudah'' han pkkmb selanjutnya bisa tepat waktu. terimakasih ;netral
290906;15/09/2025 14.24;berikan materi tentang kesehatan mental dan bagaimana cara menjaga kesehatan mental dikampus. ;netral
296592;16/09/2025 11.34;Berikan materi tentang kesehatan mental dan Bagaimana cara menjaga kesehatan mental di kampus;netral
290536;15/09/2025 13.13;Kegiatan PKKMB dapat ditingkatkan dengan pelatihan soft skill, pengenalan kampus, pembinaan karakter, dan pendampingan mental serta spiritual.;netral
290540;15/09/2025 13.15;Kegiatan PKKMB dapat ditingkatkan dengan pelatihan soft skill, pengenalan kampus, pembinaan karakter, dan pendampingan mental serta spiritual.;netral
285312;12/09/2025 21.52;Ppkmb sangat membatu saya sebagai maba lebih mengenal lingkungan kampus dan mendapatkan banyak materi yang sangat penting.;netral
296696;16/09/2025 11.54;semoga nextnya pkkmb, lebih jelas informasinya karena sebelumnya info nya tgl 8 untuk cs pkkmb, tp ternyata harus di online kan.  tp ternyata ada yang hilang tgl 30 juga pkkmb dan tgl 6, jadi infonya simpang siur;netral
349368;21/09/2025 08.04;Tanggapannya semoga PKKMB berikutnya jauh lebih memiliki persiapan yang lebih matang lagi.;netral
333840;20/09/2025 05.32;cukup;netral
352722;21/09/2025 13.45;Saat saya pkkmb prodi management acara seru sekali terutama di barengi  dengan lagu dan materi agar acara tidak monoton. Terimakasih UNPAM dan senior senior HIMA yang sudah menjalankan berlangsungnya acara dengan baik. Namun sangat disayangkan pada PKKMB utama tidak jadi dilaksanakan offline karena ada kondisi indonesia yang sedang tidak baik baik saja. Tapi dibalik itu saya salut juga respect dengan UNPAM yang cepat mengambil keputusan yang tepat ini. Terimaksih UNPAM semoga semakin tahun semakin berJAYA. ;netral
318374;19/09/2025 06.52;Sudah cukup bagus dalam melaksanakan kegiatan PKKMB, hanya saja terkadang informasi suka terlambat. ;netral
320908;19/09/2025 11.31;Penyampaian materi yang lebih relevan dan mudah dipahami, peningkatan interaksi yang lebih hangat dan personal, pemberian modul atau panduan digital, penyediaan sesi konsultasi kesehatan mental dan adaptasi kampus, serta penciptaan suasana yang lebih menyenangkan melalui elemen humor atau kreativitas.;netral
352118;21/09/2025 12.29;semoga di PKKMB Online selanjutnya kuota zoom dapat disesuaikan dengan jumlah mahasiswa baru yang terdaftar.;netral
299470;16/09/2025 19.23;Semoga web tidak lagi eror atau lemot;negatif
277006;11/09/2025 01.17;terimakasih universitas pamulang;netral
301432;17/09/2025 12.38;Saran saya kedepan nya di dalam acara pkkmb di adakan secara offline agar mahasiswa tidal kesulitan untuk mendapatkan informasi;negatif
317416;19/09/2025 01.42;jaya selalu unpam ;netral
336218;20/09/2025 08.50;unpam jaya terus;netral
321850;19/09/2025 13.31;Harapan saya semoga Unpam lebih maju lagi dalam segi apapun dan bisa mampu lebih menyaingi kampus2 lain;netral
344128;20/09/2025 22.50;sayang nya saya tidak melaksanakan pkkmb offline karena ada kendala/problem dari kampusnya lalu dialihkan buat pkkmb zoom deh;netral
344160;20/09/2025 22.52;sayang nya saya tidak melaksanakan pkkmb offline karena ada kendala/problem dari kampusnya lalu dialihkan buat pkkmb zoom deh;netral
354686;21/09/2025 22.09;-;netral
353732;21/09/2025 17.04;SEMOGA KEDEPAN NYA KEGIATAN PKKMB BISA DILAKUKAN SECARA OFFLINE AGAR BISA DIIKUTI OLEH SELURUH MAHASISWA BARU SEKALIGUS JUGA PERKENALAN DENGAN LINGKUNGAN KAMPUS DAN DOSEN SECARA LANGSUNG.;netral
289526;15/09/2025 10.29;"Sangatt terhiburr, materi""yang disampaikan jugaa masukk, gacorrr min";netral
291084;15/09/2025 14.59;PPKMB berguna bagi mahasiswa baru karena dapat membantu kami beradaptasi dengan lingkungan baru serta membantu kami menjadi pribadi yang dewasa dam mandiri;netral
307040;18/09/2025 00.23;Semoga kedepan PKKMB nya jangan online lagi;netral
307058;18/09/2025 00.25;Semoga kedepan ppkmb jangan Oline;netral
302730;17/09/2025 15.38;- Materi sebaiknya lebih ringan, jelas, dan disampaikan dengan cara interaktif.  - Jadwal kegiatan dibuat disiplin  - ⁠Panitia diharapkan ramah, komunikatif, dan menghindari hal yang membuat tidak nyaman.  - ⁠Setelah acara, adakan evaluasi untuk perba;netral
279870;11/09/2025 19.37;di ulang lagi karna sebelumnya offline;netral
333562;20/09/2025 05.16;PKKMB sudah berjalan dgn baik, hanya saja waktunya hanya saja waktu nya kurang teratur;netral
349698;21/09/2025 08.42;untuk yang pkkmb online via zoom tolong di perbanyak lagi kapasitas zoom nya 😊;netral
275948;10/09/2025 20.02;mohon izin, semoga tidak ada pkkmb pkkmb daring kedepannya ya pak, bu. jaya terus, Universitas-ku.  ;netral
277464;11/09/2025 08.23;SEDIH KARNA HARUS ONLINE;netral
314434;18/09/2025 20.57;Lebih baik acara PKKMB seperti ini dilakukan secara offline daripada online seperti ini sangat tidak efektif. ;netral
312822;18/09/2025 17.39;Untuk diadakan jam istirahat agar mahasiswa tidak terlalu bosan;netral
321642;19/09/2025 13.10;PKKMB,sebagai jembatan adaptasi mahasiswa baru ke dunia perkuliahan ;netral
319904;19/09/2025 09.47;undang artis heheh;netral
288764;13/09/2025 18.55;tidak puas karna harus daring;netral
347762;21/09/2025 04.13;kami sebagai maba cukup sedikit merasa kecewa karena ppkmb yang di adakan secara online,karena kami sudah sangat excited untuk menyambut ppkmb secara offline…kami lulusan corona dan maba angkatan demo wkwkwk,lengkap sudah derita kami…emot batu pakkk;netral
295018;16/09/2025 01.12;-;netral
349050;21/09/2025 07.25;web nya down terus tolong di benerin;netral
317904;19/09/2025 04.09;Semoga lebih meriah lagi;netral
321918;19/09/2025 13.38;jangan ada pkkmb online!!;netral
305680;17/09/2025 21.35;1 KATA BUAT UNPAM SEMOGA UNIVERSITAS UNPAM SEMAKIN MAJU DAN JAYA, DANA SEMAKIN SUKSES AMINN, ;netral
310798;18/09/2025 14.10;Tidak terlalu benar benar terserap, karena di lakukan secara online ;netral
310800;18/09/2025 14.11;Tidak terlalu benar benar terserap, karena di lakukan secara online ;netral
355060;22/09/2025 00.16;lebih di kasih pendinginan saat di aula saja karna berkerumun cukup banyak orang dan membuat gerah dan pengap;negatif
281532;12/09/2025 05.45;kak tolong adain istirahat nya pls, otakku blenger kalo materi teruss;netral
292380;15/09/2025 18.03;Semoga kedepannya unpam makin sukses dan sejahtera;netral
290488;15/09/2025 13.04;-;netral
295100;16/09/2025 01.36;Saya bangga menjadi mahasiswa unpam;netral
336268;20/09/2025 08.54;untuk kedepannya sebaiknya informasi pkkmb selalu di update langkah langkahnya agar para MABA mudah mendapatkan informasinha;netral
317266;19/09/2025 01.25;dengan adanya pkkmb kita dapat mengenal lingkungan di sekitar kampus;netral
335634;20/09/2025 07.55;Tolong ditingkatkan lgi sistem setiap web unpam karena sering terjadi kendala ;netral
334606;20/09/2025 06.22;Tolong untuk web nya di perbesar lagi , jika anda mampu untuk mengambil mahasiswa sebesar 25 ribu orang , tolong webnya di benerin lagi ;netral
334534;20/09/2025 06.17;-;netral
345112;21/09/2025 00.04;Semoga ada gedung baru lagi;netral
290172;15/09/2025 12.11;Sebagai reguler cs dengan melihat situasi dan kondisi belakangan ini dan situasi yg kurang kondusif sehingga maba cs tidak bisa mengikuti pkkmb offline jujur ini sangat membuat semangat kami berkurang seharusnya bisa diundur menurut saya tapi tidak apa apa smg kedepannya situasi di negara kita ini bisa jdi lebih membaik;netral
289086;13/09/2025 20.20;perlu diadakan sesi keliling kampus supaya mahasiswa baru juga mengenali lingkungan kampus.;netral
312342;18/09/2025 16.58;PKKMB yang sangat dan lumayan baik,tetapi di sayangkan server yang kurang lancar/lemot;netral
312182;18/09/2025 16.42;asyikk;netral
352170;21/09/2025 12.35;Tolong di tingkatinn lagi websaite nya karna sering eror, dan sukses terus unpam;netral
352904;21/09/2025 14.08;Semoga tahun depan bisa diperbaiki lagi supaya tidak ngelag, terima kasih;netral
282976;12/09/2025 13.56;tgl 30 th. 2025 , pengenalan dosen memberikan materi dan adanya keseruan dan adanya tanggal 6 thn  2025 biasa saja karna adanya pkkmb yang di laksanakan dengan daring;netral
319624;19/09/2025 09.16;sedih karna pkkmb cs daring padahal itu hanya sekali;netral
291384;15/09/2025 15.46;Lebih Kondusif lagi untuk rundown acaranya;netral
351346;21/09/2025 11.21;Kalau bisa server web nya di upgrade  ;netral
289694;15/09/2025 11.02;Untuk informasi yang terkait dengan pkkmb itu kurang jelas atau selalu berubah-ubah. Mohon kedepan nya lebih valid lagi informasinya supaya tidak membingungkan kepada maba.    Terimakasih;netral
350290;21/09/2025 09.35;saran saya ppkmb tahun berikutnya mudah-mudahan web ppkmb nya tidak mudah error atau down ;netral
287790;13/09/2025 14.50;website tolong lebih di tingkatkan kembali;netral
288692;13/09/2025 18.37;Tidak ada;netral
295946;16/09/2025 09.26;makin jaya lagi;netral
341698;20/09/2025 18.57;saya merasa kurang memuaskan dikarenakan mengikuti kegiatn PKKMB secara Online, alangkah lebih baiknya diadakan secara tatap muka.;netral
347870;21/09/2025 04.35;Untuk web ditingkatkan lagi agar tidak down saat di akses banyak orang;netral
351336;21/09/2025 11.20;Saran saya untuk berikutnya pkkmb di adakan secara offline saja dan kalau mau online tolong di perbawebsitenyaa;netral
292146;15/09/2025 17.35;pengen offline ka huhuhu;netral
349042;21/09/2025 07.25;Diperluas lagi sistemnya aksesnya karena mengaksesnya agak sulit ;netral
349342;21/09/2025 08.02;Mungkin kalau ada penerimaan siswa baru lagi dan pkkmb seharusnya pihak unpam punya situs atau akun medsos yang bisa benar benar menjadi tempat untuk mengumumkan atau menginfokan seputar apa aja yang harus dilakukan dan siapkan untuk masuk kuliah secara lengkap dan detail supaya tidak ada yang kebingungan karna saat saya ingin masuk unpam ,kampus ini sangat minim info atau pengumuman seputar kampus itu sendiri;netral
277548;11/09/2025 08.50;Semoga unpam bisa mengadakan esport game mobile legend buat anak anak yang mempunyai bakat di game aminnn, serta unpam memberikan kesempatan juga kepada anak anak yang bekerja juga bisa mengikuti perkulihaan....;netral
351598;21/09/2025 11.42;Kegiatan PKKMB sudah baik karena membantu mahasiswa baru mengenal lingkungan kampus. Namun, sebaiknya kegiatan dibuat lebih interaktif agar tidak membosankan, materi yang diberikan lebih fokus pada hal-hal penting seperti akademik dan fasilitas kampus, serta waktu pelaksanaan lebih teratur agar peserta tidak kelelahan. Selain itu, pendamping juga perlu lebih ramah dan mendukung supaya mahasiswa baru merasa lebih nyaman.;netral
318506;19/09/2025 07.08;Semoga makin sukses;netral
303282;17/09/2025 16.55;benarkan lagi situsnya ngeleg mulu;netral
310436;18/09/2025 13.30;Untuk saya kegiatan PKKMB tsb sangat menormalisasikan mahasiswa baru dan bagi saya PKKMB sangat berguna yang baru mendaftar/mau memasuki jam bljr kuliah normal, semoga kedepannya PKKMB tsb bisa lebih bagus lagi dan sangat baik lagi dari sebelumnya, karna pengalaman saat ini selama PKKMB saya PKKMB 2x yaitu offline dan online itu kurang puas karna adanya pendemo, makanya ya semoga kedepannya makin bagus dan membaik lagi PKKMB dari sebelumnya, mungkin itu saja masukan dari saya mengenai kegiatan PKKMB tsb, trimakasih 🙏;netral
335710;20/09/2025 08.04;Semoga websitenya ga sering loading ya !! Terimakasih;netral
321966;19/09/2025 13.42;Kedepannya mungkin jangan diadain online lagi, saya yang termasuk PKKMB online;netral
